review,rating
"Ada plang nama Candi Umbul di jalan raya Grabag - Ngablak . Dari sini berjarak _+ 2,7 km walaupun di plang nama tertera 4,7 km . Tapi begitu saja cek mengunakan layar meter di sepeda motor ternyata jaraknya 2,7 km . Jalan menuju lokasi …",3
Sayang nya datang kesini pas hari minggu jadi terlalu ramai,5
Kotor. Sangat terkesan saat mau bilas ternyata airnya habis dan pria wanita campur banyak yg antri karenanya. Lebih parah lagi ruang gantinya gak bisa di kunci. Gak ada cantholan buat baju gantinya.Mohon lebih di jaga lagi dong kenyamanan konsumenya.,1
"Ke sana pas gerimis. Suasananya asri. Masuk kolamnya jd enak banget..airnya hangat, nyaman juga berenang atau sekedar berendam. Recomended..",5
"View bagus, asri dekat sawah....... Tiket masuk murah banget sesuai fasilitas.Mohon pengelola untuk Toilet diperhatikan lagi,  karena bisa jadi invest yang bagus kedepannya agar lebih dirawat dan lebih ramai lagi pengunjungnya....",4
"Pemandian air hangat candi umbul akan dibuka pada bulan januari bersamaan dengan masuknya sekolah ajaran baru.. ikuti anjuran pemerintan dan alir protap kesehatan,guna mencegah dr covid-19..",5
Sebenarnya pas ke sana udh lama bgt sekitar 2 thn yg lalu tp  agak kurang nyaman.  Soalnya beda bgt sama di foto.  Apalagi kebersihan nya menurutku kurang..  Terutama utk kamar mandi nya kotor n bau pesing bgt.  Ya smg skrg udh bs lebih di tingkat kan kebersihan dll nya biar pengunjung jg nyaman.,3
"Candi umbul adalah situs cagar budaya tempat pemandian air panas ini sangat erat hubungannya dengan kerajaan Majapahit dimana para raja dan permaisuri serta keluarga ya selalu mandi di sini, saya bersama teman-teman satu paguyuban Dua …",5
"Tempat bersih, toilet baru tp kurang dijaga kebersihannya, air mengalir kecil. Air kolam suam kuku. Agak banyak lumut. Tpt tidak terlalu rame jadi nyaman. Bawa tikar buat lesehan, boleh bawa makanan juga",3
Kotor hrg tiket 7rb bnyak yang datang tapi setiap sudut semua kotor..,3
"Ada dua kolam pemandian air hangat. Tersedia ruang bilas/ganti,  kantin dan mushola. Sayang tempat parkir sempit sekali",2
Jalan2 di candi sambil belajar sejarah. Tempatnya bersih pemandangan oke,5
"Sangat mengecewakan sudah jauh2 datang tp kolam kotor hijau berlumut seperti kolam lele, sampai lokasi jam 10 pagi tp air gak terasa hangat, kamar mandinya pun kotor tak terawat, masukpun tidak diberi bukti tiket..akhirnya gak jd renang, cari pemandian lain.",1
"Tempat sejuk, air hangat yang alami, namun sayang kebersihanKamar bilas kurang bersih dan terawat padahal bangunan tampak baru.Sesuai dgn tarif masuk yg relatif murah",5
"Air keruh, masih banyak yg meludah sama buang plastik sembarangan, kamar ganti juga kurang terawat, pintu tidak ada kuncinya",3
"Pemandian air hangat dengan kandungan belerang yang menyehatkanMengandung nilai historis tinggi, yang konon katanya dulu merupakan pemandian para ratu, …",4
"Air nya bener2 anget, harga tiket masuk wekkdays 5rb dan utk weekand 6,5rb tp utk yg sangat memperhatikan kebersihan tempat ini gk recomended...why??toilet nya minim dan kotor parahhh...😧😧 …",3
"Tiket murah,terjangkau,Minus:tempat pembilasan kotor..pintu rusak..semoga kedepan nya bisa lebih baik..",3
Air tmpt renang kurang bersih krn sumbernyapun bwt kolam jadi air mobal mabul bnyk kotoran lumut berterbangan,3
Suasananya bikin hati tenang dan tempatnya  nyaman,5
Wisata alam tradisional.  Berupa tempat pemandian jaman kerjaan hindu.  Air mata hangat yang keluar dari batu candi.  Tiket masuk Rp. 5500. Untuk orang dewasa dan Rp 3500 untuk anak-anak.,5
Pemandian yang memang benar-benar di khususkan untuk orang yang memiliki penyakit kulitAir yang mengandung belerang itu mempercepat penyembuhan penyakit pada kulit,5
Nyaman tempatnya,5
Salah satu sisi pemandian kolam air hangat Candi Umbul Grabag Magelang,3
"tamannya asri dan air kolam lumayan hangat, tapi kamar mandi dan tempat berganti pakaian masih kotor. pengunjung masih membuang sampah sembarangan.",3
"Lingkungan dan situs bagus, hanya saja kurang perawatan dan penataan lokasi untuk menjadikan tempat ini lebih banyak menarik wisatawan. Tidak ada salahnya juga menambah kolam buatan yg diletakan tidak jauh dari umbul candi untuk menambah minat wisataman dan warga sekitar untuk berkunjung.",3
Pemandian dengan mata air asli hangat dari panas bumi. Memberikan nuansa mandi ala Raja jaman dahulu karena kolam airnya masih menggunakan susunan batu alami.,2
"Airnya hangat,... sayangnya fasilitas kamar mandi dan kamar ganti lainnya gak terurus,jorok,dan pesing. Akses aspalnya sudah bagus,bisa diakses dari 2 arah.",3
"tempat pemandian air panas dengan bentuk yang unik , di kelilingi batu candi , serasa mandi di jaman dulu, cuma sayang dulu waktu datang tidak bersih fasilitas-fasilitas umumnya , harga tiket lumayan murah ....",3
"Candi umbul trmpatnya bagus beraih asri dan juga view pemandangannya bagus, tapi disini yang jadi objek tempat wisatanya adalah pemandian air hangatnya karena berkesan seperti mandi di bawah candi yg terdapat air hangat yg muncul secara alami di Candi umbul ini..",5
"Parkir Ok.ticket masuk murah meriah..air koLamnya anget.. cocok buat anak anak ber lama lama berenangnya.... pokokr over ALL ok... saya rekomendasikan mampir sini kaLau pas ke jAwa tenGah..khususnya GRabag,MageLang... inDoNesia itu sanGat …",5
"Airnya banyak lumutnya,,mohon di bersihkan supaya kalau berendam tdk jijik.. terimakasih",2
"Candi umbul yg mrupakan cagar budaya peninggalan Hindu menarik juga, dipojok ada petilasan makam tp cuman satu n ada kolam pemandian air hangatnya enak bikin betah berendam, tempatnya tdk begitu luas tp cocok juga buat yg bawa anak kecil, …",4
"Waktu kesini masih proses tahap renovasi total, tapi untuk pemandian / tempat berendamnya masih dibuka .. Tapi justru itu yang bikin nggak nyaman, banyak pekerja yang sibuk membenahi bangunan, dan jadi banyak debu debu nya .. Waktu coba …",2
"Pemandiannya asri, cmn soal kebersihan kolam sepertinya kurang perawatan.Karena di lokasi sdh tertempel ""Wonderfull Indonesia"" harusnya bs lbh baik. Semoga.. :)",5
Pemandian air hangat yg bersejarah.,5
Lebih ditingkatkan lagi kebersihannya,3
Merupakan salah satu situs purbakkala yang berupa pemandian air panas yang sudah dibangun sejak zaman Mataram kuno yaitu zaman Wangsa Syailendra... Yg mana hingga kini sisa peninggalan tersebut masih dijaga dan dilindungi sebagai salah satu tempat wisata favorit keluarga...,4
"Tempat favorit buat saya ngilangin capek, berendam air hangat dari mata air alami emang gak ada duanya, jadi ya nggak salah kalau sekarang makin rame tempat ini, nggak cuma dari daerah magelang sendiri, tapi dari luar kotapun sudah banyak …",5
Sekarang kamar mandi dan fasilitas lain sudah bagus dan bersih. Cuma kurang tempat berteduh kalau hujan,5
Sangat indah tempatnya enak dan nyaman,5
"kalo di tutup atau di kuras , tolong beri jadwal yg pasti agar pelancong atau pengunjung yg ingin kesana dari jauh tidak kecewa,karna klaim di sosmed buka setiap hari, kalo bisa buat akun sosmed yg mengelola candi umbul, sayang banget soalnya tempatnya udah bagus dan buat liburan para pengunjung dari jauh",1
Airnya hangat.tiket murah.tmpatnya bersih..Tpi kmar mandi dn kamar ganti cukup kotor..perlu diperhatikan lgi,4
"Pemandian air hangat. Airnya kurang bersih, dasar kolamnya perlu ditata. Tempat bilas kurang nyaman, antre. Lumayan buat ciblon :)",3
Setelah 15tahun tidak ksana sekarang jauh lebih bagus dan bersih.lumayan tuk momong bocah cukup murmer,5
Berendam sambil menikmati situs pemandian jaman purbakala. Dibagian tengah2 mya terdapat gelembung2 air hangat sbg pusatnya energi dr pemandian tsb,4
"Perhatikan waktu saat datang ke sini. Bila ramai sungguh tidak nyaman. Kamar mandi bau. Tapi udara sejuk dan pemandangan indah. Bila sepi, enak-enak saja.",3
Prasarananya kurang memadahiBagus sih kalo di kelola dengan baikNggak mboseni …,3
Semoga pandemi segera berakhir.Biar bisa segera buka kembali dan bisa menikmati suasana berendam air hangat yang nikmat dengan tarif yang merakyat. 🙂 …,5
Berenang di air hangat 😁😁 murah meriah …,5
"Nyaman bgt,,,enak buat ngajarin berenang anak,nggak kburu kedinginan,mantap skrng udah perbaikan,makin oke aj buat renanng kluarga",5
Air si AngetCuman tempatnya Batu-batu yg di dalam kolam renang lumutanSaya sering tergelincir 😢Airnya juga kotor …,3
enak banget air panasnya,5
Air di kolamnya warna hiaju :(,3
"Bagus suasana dan kolamnya u/berendam, tp toilet & shower (air tdk keluar) kurang bersih",4
Pemandian air hangat .yang nyaman..cuma perlu diperbaiki tempat ganti baju atau kamar mandinya..agar lebih baik lagi..tapi overall sudah bagus,4
"Suasana tenang,, tempat bersih, waktu hari-hari biasa lumayan sepi, mungkin akses untuk mencapai harus pakai motor atau mobil pribadi,",5
Mohon perhatian tempat bilas nya kenapa  tidak terawat padahal baru setahun renovasi,4
"Viewnya bagus banget, umbulnya nyaman, airnya ngga terlalu hangat sih, dan kalau posisi ramai pengunjung air umbulnya cenderung kotor karna lumut2 di batu dasar umbul.",3
Asyik buat renang ga kedinginan,2
Cukup untuk hiburan keluargaParkiran kecilAir kurang banyak dan hanya bisa untuk beberapa keluar yg bermain air..,5
Recomended bngt buat refreshing udaranya msih sejuk bebas polusi. Airnya hangat dan di tambah pemandangan alam yang sangat indah,5
"Lumayan sejuk, sayang pas ramai air nya terlalu hijau karna lumut yg naik ke permukaan.Htm msh terjangkau lah..",4
"ngabuburit, efek pandemi lokasi masih ditutup",5
"Candi Umbul yang berada di Jalan Candi Umbul, Kartohargo, Kecamatan Grabag, Kabupaten Magelang ini adalah pemandian air panas yang unik karena berada di tengah kompleks candi. Merupakan pemandian air panas satu-satunya di Kabupaten Magelang. Harga tiketnya murah pokoke.",5
"Candi Umbuladalah situs purbakala berupa pemandian air panas yang terletak diKabupaten Magelang,Jawa Tengah,Indonesia. Candi ini dibangun sejak zaman WangsaSyailendra, dan sampai sekarang sisa-sia peninggalannya masih tetap dilindungi dan dijadikan salah satu objek wisata andalan diKabupaten Magelang",5
"Airnya kurang hangat & kotor, tapi overall tempatnya segar karena masih jauh dari perkotaan",4
Tempat liburan yang paling baik d indonesia 👍g akan nyesel …,5
Sampai sana masih tutup.. Mungkin karna masih PPkM...,2
Saran saya fasilitas untuk bilas harus d benahi . Biar lebih nyaman,5
"Seharusnya bisa dikelola lebih baik lagi :- Kejernihan air bisa ditingkatkan.- Akomodasi / jalan diperlebar dan mudah diakses.- Menambah kolam, dll",2
2 Kolam pemandian air hangat beserta sebagian situs kecil,5
Ramai sejuk hangat liburan keluarga cocok jalan mudah harga tiket masuk murah ada kamar mandi kantin,5
Tempatnya sekarang masih di renovasi tapi untuk pemandiannya joss bgt.. sangat direkomendasikan buat terapi pemulihan capek-capek dan pegal setelah kegiatan di Temanggung..,5
Saya sangat suka pemandian ini karena tempatnya yang asri dan jauh dari polusi perkotaan dan termasuk karena salah satu pemandian air panas di kabupaten magelang tepatnya kecamatan Grabag,5
"Kolam renang ,tapi airnya anget .ada yg untuk dewAsa ada yang khusus anak 2..kabarnya bisa buat obat",3
"Lokasi tidak terlalu jauh dari jalan nasional ambarawa-magelang. View nya mendamaikan jiwa, ada pemandian air panas. Superb",4
"Candi umbul, wisata baru digrabag magelang, tiket masuknya murah",4
"Tempatnya bagus, tp fasilitasnya burukk sekali, terutama tempat bilas yg SANGAT TIDAK TERAWAT DAN TIDAK DIBERSIHKAN",3
Kolam pemandian air panas... lumayan buat melawan dingin'a pagi hari kota Magelang...Mantab lah pokok'a...😁 …,5
"meski jalan masuk sudah bagus, akan tetapi sarana dan prasarana terutama kamar mandi dan tempat ganti masih jauh dari kata memuaskan.",3
Kebersihan nol,2
"tak sesuai ekspetasi..kalo dari fasilitas sperti kamar mandi/tempat bilas,warung,mushola lmayan lngkap..",3
Sebenarnya suka dengan pemandian air hangatnya cuman sayang toiletnya ga bersih,3
Kotor karna banyak lumutnya,1
"Tempat masih Asri & Alami,.Sayaaang kebersihan masih kurang di perhatikan",3
"Airnya hangat, bagus untuk yg ingin menyembuhkan sakit kulit",4
Sangat menyenangkan,5
Seru dan terharu dengan indonesia. Kalo aja kolam renang air blerang tempat pemandian putra putri kerajaan bakal gw kasih. Bintang 5. Semoga bisa lebih baik lagi,3
Tempat peninggalan bersejarah dengan pesona kolam dengan mata airnya yang hangat setiap saat..juga sebagai sarana therapy kesehatan,4
Tempatnya menyenangkan.Kalo bisa diperluas kolamnya perlu dibenahi untuk tempat pembilasan dan tempat ganti pakaian. 😇 …,4
"Kolamnya kotor, kamar mandi kurang memadai.",3
"kurang terawat, air cuma hangat hangat kuku, butek pula, ramai banget, kotor.",1
"Tempat wisata di kabupaten magelang, peninggalan jaman kerajaan... berupa kolam pemandian air panas...sekitar 1.5 km dari pinggir jalan Yogyakarta - Magelang...",4
Kolamnya sebenarnya cukup bagus tapi sayang kurang terawat. Sarana MCK jg sangat terbatas.,4
"Tempatnya kotor dan tidak ada tempat sampah.  Airnya Juga cuma hangat ga panas. Gausah kesini daripada nyesel,",1
Pemandian air panas ini sangat ramai ketika hari libur.dan sangat bisa membantu merelaksasi tubuh kita,3
Lokasi kolam kotor. Toilet dan kamar ganti tidak terawat,3
"tempat pemandian air panas,,wisata air ..kolam renang...",5
Tempat pemandian air hangatDi lokasi candiWalaupun sempit tapi dipercaya bisa mengobati penyakit-penyakit kulit,4
"Sangat kecewa jauh2 datang dri semarang kesini ternyata ttp sdh 1thn, info d' google map wisata Candi Umbul BUKA..😡😡😡 …",1
"Tempat dalam taraf renovasi,  minim fasilitas,  jalan masuk sempit dan parkiran yg hanya cukup beberapa mobil",3
Tempat nyaman dan sejuk,4
Ini merupakan tempat bersejarah dari aku kecil dan sekarang aku udah punya anak kuliah udah semester 3..juga kuajak kesana....tempat indah kolam renang punya manfaat yang besar....,5
Tempat wisata yg wajib dikunjungi,4
Tempatnya cukup nyaman tapi kecil .. disitu tersedia dua kolam air panas,3
"tempatnya asri,alami cocok untuk bersantai ma kluarga sambil berendam di air hangatnya",5
Mengecewakan. Tempat tidak terawat dgn baik. Kamar mandi/ganti juga kotor,1
Sayang sekali masih lockdown. Kalau diintip sdh ditata dengan rapi. Ga jauh juga dari jalan besar jogja-semarang.Semoga covid cepat lewat dan bisa kesono lagi,5
